"Glottocode","Family_GLOT_Lv1","Genus","Area_GLOT","Classifiers","Gender","NounClass","dens_lang","dens_fam","dist_river","dist_ocean","elev","elevSD","n_warm_month_2ad","temp_mean_2ad","per_wetqu_2ad","per_cv_2ad","temp_warmqu_2ad","gras_2ad","crop_2ad","pop_2ad"
"seba1251","afro1255","Semitic","Africa",FALSE,TRUE,FALSE,0.0357142857142857,0,0.0180386361141527,0.252386324187249,0.453509198395816,0.192950874988078,1,0.719376391982183,0.213385558583106,0.494505494505495,0.59613196814562,0.0605756677235546,0.407317827913313,0.112894105392385
"mesq1240","afro1255",NA,"Africa",FALSE,TRUE,FALSE,0.0357142857142857,0,0.0180386361141527,0.252386324187249,0.453509198395816,0.192950874988078,1,0.719376391982183,0.213385558583106,0.494505494505495,0.59613196814562,0.0605756677235546,0.407317827913313,0.112894105392385
"kist1241","afro1255","Semitic","Africa",FALSE,TRUE,FALSE,0.0357142857142857,0,0.0180386361141527,0.252386324187249,0.453509198395816,0.192950874988078,1,0.719376391982183,0.213385558583106,0.494505494505495,0.59613196814562,0.0605756677235546,0.407317827913313,0.112894105392385
"hara1271","afro1255","Semitic","Africa",FALSE,TRUE,FALSE,0.0119047619047619,0,0.0929391536392251,0.123348303316845,0.342228399267671,0.191160776181203,1,0.747216035634744,0.116144414168937,0.332417582417582,0.629124004550626,0.314976724357779,0.156799419524878,0.0507814679786462
"east2652","afro1255","Eastern Cushitic","Africa",FALSE,TRUE,FALSE,0.0119047619047619,0,0.0929391536392251,0.123348303316845,0.342228399267671,0.191160776181203,1,0.747216035634744,0.116144414168937,0.332417582417582,0.629124004550626,0.314976724357779,0.156799419524878,0.0507814679786462
"saur1248","indo1319",NA,"Eurasia",FALSE,FALSE,FALSE,0.0238095238095238,0.142857142857143,0.443099204183423,0.0324400896453301,0.00219951816635731,0.0620068750238531,1,0.986636971046771,0.158719346049046,0.634615384615385,0.848691695108077,0.0340541233222062,0.875720703256992,0.263552575286918
"mala1463","drav1251",NA,"Eurasia",FALSE,TRUE,FALSE,0.0238095238095238,0.142857142857143,0.443099204183423,0.0324400896453301,0.00219951816635731,0.0620068750238531,1,0.986636971046771,0.158719346049046,0.634615384615385,0.848691695108077,0.0340541233222062,0.875720703256992,0.263552575286918
"kani1275","drav1251",NA,"Eurasia",FALSE,FALSE,FALSE,0.0238095238095238,0.142857142857143,0.443099204183423,0.0324400896453301,0.00219951816635731,0.0620068750238531,1,0.986636971046771,0.158719346049046,0.634615384615385,0.848691695108077,0.0340541233222062,0.875720703256992,0.263552575286918
"ngab1239","chib1249","Guaymi","North America",TRUE,FALSE,FALSE,0,0,0.107608881382525,0.0205839239067714,0.00891193432893008,0.0866707111672547,1,0.930957683741648,0.340088555858311,0.299450549450549,0.815699658703072,0.0600638446615738,0.0564424320674565,0.0103143542716839
"sanb1242","chib1249",NA,"South America",TRUE,FALSE,FALSE,0.0119047619047619,0.142857142857143,0.0894566624513734,0.0146515306216651,0.0318812657802325,0.0560738324643784,1,0.913140311804009,0.273841961852861,0.335164835164835,0.806598407281001,0.126107797498741,0.080436826498879,0.00358906084336229
"woun1238","choc1280","Choco","South America",FALSE,TRUE,FALSE,0.0119047619047619,0.142857142857143,0.0894566624513734,0.0146515306216651,0.0318812657802325,0.0560738324643784,1,0.913140311804009,0.273841961852861,0.335164835164835,0.806598407281001,0.126107797498741,0.080436826498879,0.00358906084336229
"pale1260","indo1319",NA,"South America",FALSE,FALSE,FALSE,0,0,0,0.0822750049717768,0.00210553711076933,0.0823532303663401,1,0.959910913140312,0.360354223433243,0.351648351648352,0.854379977246871,0.291562785870435,0,0.018799036476256
"bari1297","chib1249","Motilon","South America",FALSE,FALSE,FALSE,0,0,0.0267130181665018,0.106534778765328,0.00789802332537507,0.239863736389238,1,0.966592427616927,0.400374659400545,0.252747252747253,0.866894197952218,0.275989865040607,0.157591407640314,0.00486883614516099
"colo1254","indo1319",NA,"South America",FALSE,TRUE,FALSE,0,0,0.0449188527580889,0.0732576531082127,0.022298812766242,0.0414411386208633,1,0.94543429844098,0.213385558583106,0.445054945054945,0.823663253697383,0.425960112311793,0.0687587957512446,0.00164969959636167
