Glottocode,Family_GLOT_Lv1,Genus,Area_GLOT,Longitude,Latitude,Classifiers,Gender,NounClass,Source
bari1297,chib1249,Motilon,South America,-72.9353,9.08497,FALSE,FALSE,FALSE,Quesada 2004
baro1253,aust1307,NA,Papunesia,152.193,-3.47672,FALSE,FALSE,FALSE,Du 2010
barr1252,pama1250,NA,Australia,145.93,-30.1,FALSE,TRUE,FALSE,Oates 1988
baru1267,anga1289,Angan,Papunesia,145.818,-6.89261,FALSE,TRUE,FALSE,Lloyd 1989
baru1269,nucl1709,NA,Papunesia,148.761,-9.40132,FALSE,FALSE,FALSE,"Farr, Furoke and Farr no date"
basa1282,atla1278,NA,Africa,7.06183,8.03159,FALSE,FALSE,TRUE,Manda 2014
basa1284,atla1278,Bantoid,Africa,10.4213,3.80765,FALSE,FALSE,TRUE,Hyman 2003
basa1287,aust1307,NA,Papunesia,121.857,25.0046,FALSE,FALSE,FALSE,Li 1999
bash1263,indo1319,NA,Eurasia,53,32,FALSE,FALSE,FALSE,Pelevin 2010
bash1264,turk1311,Turkic,Eurasia,56.5594,53.5967,FALSE,FALSE,FALSE,Poppe 1964
bass1258,atla1278,Northern Atlantic,Africa,-13.3495,12.4529,FALSE,FALSE,TRUE,"Winters and Winters 2004, Perrin 2019"
bata1285,atla1278,NA,Africa,9.51011,1.397041,FALSE,FALSE,TRUE,Kouankem 2003
bata1289,aust1307,Northwest Sumatra-Barrier Islands,Papunesia,99.1761,2.35498,TRUE,FALSE,FALSE,"Nababan 1966, Nababan 1981, Percival 1964, Schachter 1984, Percival 1981"
bata1292,aust1307,Northwest Sumatra-Barrier Islands,Papunesia,97.8123,3.4293,FALSE,FALSE,FALSE,Soravia 2007
bata1293,aust1307,Northwest Sumatra-Barrier Islands,Papunesia,98.2517,2.12787,TRUE,FALSE,FALSE,"Woollams 2005, Woollams 1996"
bath1244,afro1255,Semitic,Eurasia,53.119,17.4485,FALSE,TRUE,FALSE,Gasparini 2018
bats1242,nakh1245,Nakh,Eurasia,45.344,42.1806,FALSE,TRUE,FALSE,Holisky and Gagua 1994
batu1258,aust1307,NA,Papunesia,134.784314,-5.814412,TRUE,TRUE,FALSE,Daigle 2015
baur1253,araw1281,Bolivia-Parana,South America,-64.1838,-13.1278,TRUE,TRUE,FALSE,Danielsen 2007
bava1246,indo1319,Germanic,Eurasia,13.246,47.9232,FALSE,TRUE,FALSE,"Rowley 1990, Keller 1976"
bawm1236,sino1245,Kuki-Chin,Eurasia,92.92553,22.4405233333,FALSE,FALSE,FALSE,Reichle 1981
bayb1234,aust1307,NA,Papunesia,124.8086,10.6956,FALSE,FALSE,FALSE,Rubino 2005
bayu1240,pama1250,Pama-Nyungan,Australia,114.108,-23.3809,FALSE,FALSE,FALSE,Centre and Deak 2008
beav1236,atha1245,NA,North America,-120.352,56.7984,TRUE,FALSE,FALSE,"Goddard 1917, Randoja 1990"
bebe1248,atla1278,NA,Africa,12.824,4.78874,FALSE,FALSE,TRUE,Djomeni 2014
befa1241,atla1278,NA,Africa,10.0342,6.27562,FALSE,FALSE,TRUE,Gueche Fotso 2004
beja1238,afro1255,Beja,Africa,36.6666,17.2436,FALSE,TRUE,FALSE,"Hudson 1964, Hudson 1974, Hudson 1976, Wedekind and Musa 2006-2007, Roper 1928, Vanhove 2014, Wedekind, Wedekind and Musa 2004"
beka1241,aust1307,NA,Papunesia,109.576,1.3307,TRUE,FALSE,FALSE,Sudarsono 2002
bekw1241,atla1278,NA,Africa,8.86489,6.73737,FALSE,FALSE,TRUE,Stanford 1967
bela1254,indo1319,Slavic,Eurasia,25.6038,53.2307,FALSE,TRUE,FALSE,"Society 2010, Toledo 2019, Mayo 1993"
bela1256,nilo1247,NA,Africa,27.8232,6.6503,FALSE,FALSE,FALSE,"Asan, Kpoyo, Gume, Utengo, Singo, Mara, Mbolo, Tibur, Rabi and Taban 2015, Heyking 2013"
bela1260,aust1307,NA,Papunesia,114.933,4.96207,TRUE,FALSE,FALSE,Clynes 2005
belh1239,sino1245,Mahakiranti,Eurasia,87.2783,26.9972,TRUE,FALSE,FALSE,"Bickel 2003, Bickel 2017"
beli1257,cent2225,NA,Africa,29.7954,6.40428,FALSE,FALSE,FALSE,"Kol, Matuek, Mawuor, Mberu, Moli and Manyang 2013"
beli1260,indo1319,Creoles and Pidgins,North America,-88.6281,17.3941,FALSE,FALSE,FALSE,"Young 1973, Decker 2006, Escure 2004, Escure 2013, Greene 1994"
bell1243,sali1255,Bella Coola,North America,-126.689,52.3448,TRUE,FALSE,FALSE,"Nater 1984, Davis and Saunders 1997"
bemb1255,atla1278,NA,Africa,29.0507,-4.49057,FALSE,FALSE,TRUE,Iorio 2015
bemb1257,atla1278,NA,Africa,29.2993,-10.6122,FALSE,FALSE,TRUE,"Givon 1969, Hoch no date, Mann 1997, Peace Corps 1995, Robertson 1904, Schoeffer 1907"
bena1262,atla1278,NA,Africa,35.0364,-9.26671,FALSE,FALSE,TRUE,Morrison 2011
bena1264,nucl1709,Eastern Highlands,Papunesia,145.534,-6.09974,FALSE,FALSE,FALSE,"Young late 1960s?, Young 1970, Young 1971"
benc1235,gong1255,North Omotic,Africa,35.7673,7.04682,FALSE,TRUE,FALSE,"Breeze 1990, Rapold 2006"
beng1280,indo1319,Indic,Eurasia,90,24,TRUE,FALSE,FALSE,"Carey 1818, Chatterji 2002, Chatterji 1926, Chaudhuri 1939, Dasgupta 1966, Hudson 1965, David 2015, Dimock, Bhattacharji and Chatterjee 1964, Thompson 2012, Mitra 1966, Dasgupta 2003, Humayun 1977"
beng1282,atla1278,Bantoid,Africa,9.600739,1.075766,FALSE,FALSE,TRUE,"Mackey 1855, Nassau 1892"
beng1286,mand1469,Eastern Mande,Africa,-4.23539,7.78122,FALSE,FALSE,FALSE,"Gottlieb and Murphy 1995, Paperno 2014"
bent1238,dogo1299,NA,Africa,-2.94,14.78,FALSE,FALSE,FALSE,Heath 2015
bera1262,aust1307,NA,Papunesia,117.934,1.6687,FALSE,FALSE,FALSE,Collins 1994
berb1259,indo1319,Creoles and Pidgins,South America,-58.0002,5.3829,FALSE,FALSE,FALSE,"Kouwenberg 2013, Kouwenberg 1995, Kouwenberg 1994"
beri1254,toro1256,Tor,Papunesia,138.866,-2.26904,FALSE,FALSE,FALSE,Westrum 1988
beta1252,aust1307,Creoles and Pidgins,Papunesia,107.022,-6.21174,FALSE,FALSE,FALSE,"Ikranagara 1980, Ikranagara 1975"
bett1235,drav1251,Southern Dravidian,Eurasia,76.6064,11.6385,FALSE,FALSE,FALSE,"Coelho 2003, Upadhyaya 1972"
bezh1248,nakh1245,Avar-Andic-Tsezic,Eurasia,46.0332,42.1206,FALSE,TRUE,FALSE,Kibrik and Testelec 2004
bhad1241,indo1319,NA,Eurasia,75.8707,33.2851,FALSE,TRUE,FALSE,"Dwivedi 2013, Varma 1948, Varma 1936"
bhil1251,indo1319,Indic,Eurasia,73.9592,20.85,FALSE,TRUE,FALSE,"Thompson 1895, Jungblut 1937"
bhoj1244,indo1319,Indic,Eurasia,84.817115,26.458455,TRUE,TRUE,FALSE,"Das 2006, Domingue 1971, Grierson 1884, Hertig-Skalická 1974, Beames 1868, Verma 2003, Boodhoo 2011, Boodhoo 2010, Shukla 1981, Tiwari 1960"
biaf1240,atla1278,Northern Atlantic,Africa,-15.1347,11.467,FALSE,FALSE,TRUE,Wilson 1993
biak1248,aust1307,South Halmahera - West New Guinea,Papunesia,135.879,-0.9523,FALSE,TRUE,FALSE,"Steinhauer 2005, Mofu 2005, Heuvel 2006"
bial1238,atla1278,NA,Africa,1.08259,11.0382,FALSE,FALSE,TRUE,Seyer 1990
bian1252,goil1242,NA,Papunesia,146.765,-7.33882,TRUE,FALSE,FALSE,Dubert and Dubert 1978
bier1244,aust1307,NA,Papunesia,168.154,-16.6663,TRUE,FALSE,FALSE,"Budd 2009, Fraser 1891"
bign1238,aust1307,Oceanic,Papunesia,167.239,-16.0903,FALSE,FALSE,FALSE,"Dodd 2014, Fox 1979"
biha1246,aust1307,NA,Eurasia,108.016667,12.483333,TRUE,FALSE,FALSE,Nguyen 2013
bila1255,atla1278,Bantoid,Africa,28.7626,1.16839,FALSE,TRUE,FALSE,Kutsch Lojenga 2003
bili1260,afro1255,Central Cushitic,Africa,38.3917,15.7833,FALSE,TRUE,FALSE,Appleyard 2007
bilo1248,siou1252,Siouan,North America,-89.1951,31.32,FALSE,FALSE,FALSE,"Einaudi 1976, Einaudi 1974"
bimi1240,nucl1709,NA,Papunesia,142.04,-5.38732,FALSE,TRUE,FALSE,Weber 1997
bimo1239,atla1278,Gur,Africa,0.06121,10.4575,FALSE,FALSE,FALSE,Jacobs 1970
bina1277,nucl1709,Binanderean,Papunesia,147.884,-8.37433,FALSE,FALSE,FALSE,"King 1927, Wilson 1996, Wilson 2002, Ray 1907"
bini1246,atla1278,Edoid,Africa,5.70426,6.40701,FALSE,FALSE,FALSE,"Agheyisi 1990, Dunn 1968, Wescott 1962"
bino1237,aust1307,NA,Papunesia,120.876,17.5972,FALSE,FALSE,FALSE,"Walton 1971, Walton 1975"
binu1244,aust1307,Greater Central Philippine,Papunesia,124.892,8.15933,FALSE,FALSE,FALSE,Otanes 1992
binu1245,nucl1709,Eastern Highlands,Papunesia,146.102,-6.22068,FALSE,FALSE,FALSE,"Bee 2008 [1966], Dasselaar 2019"
biri1256,pama1250,Pama-Nyungan,Australia,146.67,-20.1494,FALSE,FALSE,FALSE,Terrill 1998
birr1240,cent2225,Bongo-Bagirmi,Africa,27.0842,5.3328,FALSE,FALSE,FALSE,Santandrea 1966
bish1244,indo1319,NA,Eurasia,92.0157,24.4578,TRUE,TRUE,FALSE,"Sinha 1981, Sinha 1974, Sinha 1968"
bisl1239,indo1319,Creoles and Pidgins,Papunesia,166.89,-15.4,FALSE,FALSE,FALSE,"Tryon 1999, Guy 1975, Meyerhoff 2013, Crowley 2004, Churchill 1911"
biss1248,mand1469,Eastern Mande,Africa,-1.67332,10.4257,FALSE,FALSE,FALSE,Naden 1973
bisu1244,sino1245,NA,Eurasia,99.9862,20.8542,TRUE,FALSE,FALSE,"Person 2000, Nishida 1973, Shixuan 2001"
blab1237,aust1307,NA,Papunesia,159.419,-8.15058,FALSE,FALSE,FALSE,Voica 2018
blag1240,timo1261,NA,Papunesia,124.251,-8.31787,TRUE,FALSE,FALSE,"Steinhauer 1995, Steinhauer 2014"
blan1242,aust1305,NA,Eurasia,99.7405,22.0092,TRUE,FALSE,FALSE,"Block 1994, Lewis 2008, Suchada 2004"
bobo1255,aust1307,NA,Papunesia,121.922,-0.36759,FALSE,FALSE,FALSE,Mead 2001
bodo1267,aust1305,Munda,Eurasia,82.771,18.3857,TRUE,FALSE,FALSE,Griffiths 2008
bodo1269,sino1245,Bodo-Garo,Eurasia,92,26.1,TRUE,FALSE,FALSE,"Basumatary 2006, Bhat 1968, Kiryu 2008, Bhattacharya 1977"
boht1238,afro1255,NA,Eurasia,45.084,41.459,FALSE,TRUE,FALSE,"Fox 2009, Fox 2002"
boka1249,sino1245,NA,Eurasia,94.066429,28.61433,FALSE,FALSE,FALSE,"Badu 2004, Megu 2003, Megu 1990"
boky1238,atla1278,NA,Africa,9.05875,6.10475,FALSE,FALSE,FALSE,"Ayugha 2011, Tăwu-Ásu 1977"
bola1250,aust1307,NA,Papunesia,150.095,-5.55792,FALSE,FALSE,FALSE,Berg and Wiebe 2019
boli1256,aust1307,NA,Papunesia,119.853,16.3071,FALSE,FALSE,FALSE,Ehrman 1969
bomk1234,atla1278,NA,Africa,-11.59696,9.27518,FALSE,FALSE,TRUE,Pichl 1972
bona1250,mong1349,Mongolic,Eurasia,102.995,35.6972,TRUE,FALSE,FALSE,"Fried 2010, Hugjiltu 2003"
bond1245,aust1305,Munda,Eurasia,83.8141,19.1512,TRUE,FALSE,FALSE,"Anderson and Harrison 2008, Fernandez 1967, Swain 1997"
bond1247,atla1278,NA,Africa,38.5079,-5.10749,FALSE,FALSE,TRUE,Woodward 1882
bond1248,dogo1299,NA,Africa,-3.32636,14.9066,TRUE,FALSE,FALSE,Heath 2014
bong1285,cent2225,Bongo-Bagirmi,Africa,27.9918,7.4145,FALSE,FALSE,FALSE,"Moi, Kuduku, Michael, John, Mafoi and Kuduku 2014, Santandrea 1963"
bong1289,aust1307,Barito,Papunesia,117.174,7.29249,FALSE,FALSE,FALSE,"Boutin 1988, Boutin 1994"
bora1271,afro1255,Eastern Cushitic,Africa,37.882,1.05676,FALSE,TRUE,FALSE,"Hodson and Walker 1922, Krapf 1840, Roba 2004, Stroomer 1995, Tucho, Zorc and Barma 1996, Tutschek 1845"
bord1248,chib1249,Kuna,South America,-77.1664,7.92993,TRUE,FALSE,FALSE,Forster 2011
bori1243,sino1245,NA,Eurasia,94.3538,27.62812,TRUE,FALSE,FALSE,"Megu 1988, Lalrempuii 2005, Megu 1993, Mibang and Abraham 2004"
boro1277,gong1255,North Omotic,Africa,35.345,10.6596,FALSE,TRUE,FALSE,"Joswig 2008, Bikila 2018"
boro1279,nucl1709,NA,Papunesia,147.511,-6.56688,FALSE,FALSE,FALSE,Olkkonen and Olkkonen 2000
boto1242,aust1307,NA,Papunesia,120.164,15.2315,FALSE,FALSE,FALSE,"Antworth 1979, Malicisi 1974, Yamashita and Constantino 1992"
boun1245,nucl1709,NA,Papunesia,144.086,-5.8626,FALSE,FALSE,FALSE,Merlan and Rumsey 1991
bouy1240,taik1256,Kam-Tai,Eurasia,106.187,24.8484,TRUE,FALSE,FALSE,"Boonsawasd 2012, Gedney 1965"
brah1256,drav1251,Northern Dravidian,Eurasia,66.56,29.04,FALSE,FALSE,FALSE,"Bellew 1874, Bray 1986 [1909], Emeneau 1962, Elfenbein 1998, Andronov 1980, Duka 1886"
braj1242,indo1319,NA,Eurasia,78.0813,26.4758,FALSE,TRUE,FALSE,"Khan 2007, Lal Kuvi 1811, Gopalakrishnan 2011"
bret1244,indo1319,Celtic,Eurasia,-3.78934,48.2452,FALSE,TRUE,FALSE,"Press 1986, Wmffre 1998, Stephens 1993, McKenna 1988"
brok1247,indo1319,Indic,Eurasia,76.6026,34.5308,FALSE,TRUE,FALSE,"Sharma 1998, Ramaswami 1982"
brok1248,sino1245,NA,Eurasia,91.9972,27.3438,FALSE,FALSE,FALSE,Dondrup 1993
broo1239,aust1307,NA,Papunesia,117.871,8.83891,FALSE,FALSE,FALSE,Duhé and Duhé 1996
bube1242,atla1278,Bantoid,Africa,8.68929,3.53638,FALSE,FALSE,TRUE,Clarke 1848
budu1248,nakh1245,Lezgic,Eurasia,48.3353,41.2272,FALSE,TRUE,FALSE,Alekseev 1994
budu1250,atla1278,Bantoid,Africa,27.951,2.00501,FALSE,FALSE,TRUE,Frieke-Kappers 2007
buga1247,aust1305,NA,Eurasia,104.963,23.6124,TRUE,FALSE,FALSE,Li 1996
buga1250,aust1307,NA,Papunesia,147.32,-6.67519,FALSE,FALSE,FALSE,Eckermann 2007
bugh1239,aust1307,NA,Papunesia,159.802,-8.47948,FALSE,FALSE,FALSE,Ivens 1933
bugi1244,aust1307,South Sulawesi,Papunesia,119.977,-4.47,FALSE,FALSE,FALSE,"Valls 2014, Hanson 2003, Macknight 2012, Pedrós Caballero 2014, Samsuri 1965, Sirk 1983"
bugu1246,sino1245,Western Arunachal,Eurasia,92.4713002,27.1929556,FALSE,FALSE,FALSE,Dondrup 1990
buhu1237,aust1307,NA,Papunesia,150.18,-10.5074,FALSE,FALSE,FALSE,"Sadileutu, Bania and Hafford 2015"
bujh1238,sino1245,NA,Eurasia,84.5068,28.0084,TRUE,FALSE,FALSE,"Regmi 2007, Regmi 2012"
bukh1238,indo1319,NA,Eurasia,64,41,TRUE,FALSE,FALSE,Ido 2007
buki1249,nucl1708,Kombio-Arapesh,Papunesia,143.111,-3.47169,FALSE,TRUE,FALSE,"Fortune 1942, Conrad and Wogiga 1991"
buku1249,atla1278,Bantoid,Africa,34.7719,0.68043,FALSE,FALSE,TRUE,"Austen 1975, Diercks 2010, Mutonyi 2000"
bulg1262,indo1319,Slavic,Eurasia,25.047,43.3646,TRUE,TRUE,FALSE,"Antova, Boytchinova and Benatova 2002, Holman and Kovatcheva 1993, Scatton 1984"
buli1254,atla1278,Gur,Africa,-1.26748,10.5763,FALSE,FALSE,TRUE,"Kenstowicz and Akanlig-Pare 2003, Kröger 1992"
bull1247,atla1278,NA,Africa,-13.16,9,FALSE,FALSE,TRUE,Childs 2011
bulo1242,aust1305,NA,Eurasia,106.798,11.9777,TRUE,FALSE,FALSE,Miller 1976
bulu1251,atla1278,Bantoid,Africa,11.6365,3.16141,TRUE,FALSE,TRUE,Bates 1904
bumt1240,sino1245,NA,Eurasia,90.8037,27.6494,FALSE,FALSE,FALSE,"Driem 2015, Driem 1995"
buna1273,hmon1336,NA,Eurasia,107.711,24.1025,TRUE,FALSE,FALSE,Niederer 2002
buna1275,buna1274,Bunuban,Australia,125.631,-17.8297,FALSE,FALSE,FALSE,Rumsey 2000
buna1276,aust1307,NA,Papunesia,151.066,-10.0761,FALSE,FALSE,FALSE,Hughes no date
buna1278,timo1261,NA,Papunesia,125.216,-9.13618,TRUE,FALSE,FALSE,Schapper 2010
bund1253,indo1319,NA,Eurasia,78.9542,24.8982,FALSE,TRUE,FALSE,Jaiswal 1962
bung1264,pama1250,NA,Australia,140.5,-36.5,FALSE,FALSE,FALSE,"Blake 2003, Smith 1880"
buno1241,dogo1299,NA,Africa,-3.49,14.43,FALSE,FALSE,FALSE,Heath 2014
bunu1267,aust1307,NA,Papunesia,121.025,23.4116,FALSE,FALSE,FALSE,"De Busser 2009, Jeng 1977"
buol1237,aust1307,NA,Papunesia,121.519,0.97727,FALSE,FALSE,FALSE,Zobel 2005
bura1267,mani1293,Burarran,Australia,134.365,-12.3061,FALSE,TRUE,FALSE,"Glasgow 1988, Glasgow and Garner 1980, Green 1987"
bura1292,afro1255,Biu-Mandara,Africa,12.3007,10.4822,FALSE,FALSE,FALSE,Church of the Brethren missionaries 2004
bure1242,afro1255,NA,Africa,10.4554,10.4603,FALSE,TRUE,FALSE,"Batic 2013, Batic 2014"
burj1242,afro1255,Eastern Cushitic,Africa,38.4646,4.44624,FALSE,TRUE,FALSE,Assefa 2015
buru1303,aust1307,Central Malayo-Polynesian,Papunesia,126.632,-3.43957,TRUE,FALSE,FALSE,"Grimes 1991, Lesnussa and Grimes 1995"
busa1253,mand1469,Eastern Mande,Africa,4.39929,9.91074,TRUE,FALSE,FALSE,Wedekind 1972
bush1247,atla1278,Bantoid,Africa,21.4556,-4.69463,FALSE,FALSE,TRUE,Edmiston 1940
buss1239,afro1255,NA,Africa,37.2017,5.74987,FALSE,TRUE,FALSE,Wonndwosen 2002
buwa1243,afro1255,NA,Africa,13.8838,10.6151,FALSE,FALSE,FALSE,Viljoen 2013
bwai1242,aust1307,NA,Papunesia,150.297,-9.51158,FALSE,FALSE,FALSE,"Jenness and Ballantyne 1926, 1927, 1927, 1927, 1927, 1928, 1928, 1928, 1928"
byan1241,sino1245,Bodic,Eurasia,80.63653,29.92002,FALSE,FALSE,FALSE,"Sharma 1989, Trivedi 1991, Sharma 2001"
caac1237,aust1307,NA,Papunesia,164.578,-20.4114,TRUE,FALSE,FALSE,"Cauchard 2014, Cauchard 2018"
cabe1245,chib1249,Talamanca,North America,-83.4102,9.67031,TRUE,FALSE,FALSE,Verhoeven 2012
caca1247,misu1242,NA,North America,-88.1133,13.7437,FALSE,FALSE,FALSE,Brinton 1896
cadd1256,cadd1255,Caddoan,North America,-93.5,33.33,FALSE,FALSE,FALSE,"Melnar 2004, Chafe 2005, Chafe 1976"
cahu1264,utoa1244,Takic,North America,-116.691,33.5324,TRUE,FALSE,FALSE,"Sauvel and Munro 1981, Seiler 1977"
caju1236,indo1319,NA,North America,-91.6133,29.6869,FALSE,TRUE,FALSE,"Conwell and Juilland 1963, Papen and Rottet 1997"
cakf1236,afro1255,NA,Africa,9.16071,9.00924,FALSE,TRUE,FALSE,"Jungraithmayr and Diyakal 2008, Shadrach no date"
calu1238,aust1307,NA,Papunesia,121.384,12.0489,FALSE,FALSE,FALSE,Titrud 1978
came1254,indo1319,NA,Africa,9.80166,5.43932,FALSE,FALSE,FALSE,"Schroder 2013, Dwyer 1966, Ayafor and Green 2017, Ayafor 2004, Nkengasong 2016"
caml1239,sino1245,Mahakiranti,Eurasia,86.7612,27.3371,TRUE,FALSE,FALSE,"Ebert 1997, Ebert 2003, Ebert 2017"
camp1261,indo1319,Romance,Eurasia,9.03935,39.0566,FALSE,TRUE,FALSE,"Jones 1993, Jones 1988"
cane1242,nucl1710,Ge-Kaingang,South America,-45.1299,-6.10712,FALSE,FALSE,FALSE,"Quain 1952, Popjes and Popjes 1986"
caom1238,taik1256,NA,Eurasia,109.547,26.2236,TRUE,FALSE,FALSE,Wu 2015
capa1241,pano1259,Panoan,South America,-74.3813,-6.63254,FALSE,FALSE,FALSE,Loos 1969
capp1239,indo1319,NA,Eurasia,35.45,38.73,FALSE,FALSE,FALSE,"Bağrıaçık 2018, Dawkins 1983 [1916], Karatsareas 2011"
caqu1242,araw1281,NA,South America,-73.4451,-11.4812,FALSE,TRUE,FALSE,Swift 1985
cari1274,indo1319,NA,Eurasia,28.182,37.203,FALSE,FALSE,FALSE,Ray 1990
cari1275,indo1319,NA,South America,-55.333168,5.722918,TRUE,FALSE,FALSE,"Gambhir 1981, Mohan 1978"
cari1276,aust1307,NA,South America,-54.6305,5.62695,FALSE,FALSE,FALSE,Wolfowitz 1983
carn1240,aust1305,Nicobarese,Eurasia,92.7671,9.18853,TRUE,TRUE,FALSE,"Whitehead 1925, Braine 1970"
carr1249,atha1245,Athapaskan,North America,-124.328,54.3768,TRUE,FALSE,FALSE,"Morice 1932, Walker 1973, Wilkinson and Walker 1974, Poser 2005"
cash1251,pano1259,Panoan,South America,-75.4206,-8.70232,FALSE,FALSE,FALSE,"Shell 1950, 1957, Zariquiey Biondi 2011, Zariquiey 2018"
casi1235,aust1307,Northern Luzon,Papunesia,121.878,16.2176,FALSE,FALSE,FALSE,"Headland and Healey 1974, Headland and Headland 1974, Headland 1969, Vanoverbergh 1937"
cata1286,siou1252,Siouan,North America,-80.8857,34.9685,FALSE,FALSE,FALSE,"Gatschet 1900, Voorhis 2003"
cavi1250,pano1259,Tacanan,South America,-66.6277,-13.3544,FALSE,FALSE,FALSE,"Guillaume 2008, Guillaume 2004"
cayu1261,iroq1247,Northern Iroquoian,North America,-76.5969,42.41,FALSE,FALSE,FALSE,"Froman, Keye, Keye and Dyck 2002, Mithun and Henry 1982"
ceba1235,atla1278,Gur,Africa,-6.15264,9.50768,FALSE,FALSE,TRUE,Welmers 1950
cebu1242,aust1307,Greater Central Philippine,Papunesia,124.367,8.38799,TRUE,FALSE,FALSE,"Bunye and Yap 1971, Wolff 1966, Lenches 1976, Romuáldez 1908, Peace Corps 1993, Tanangkingsing 2009, Wolff 1965"
celt1247,indo1319,NA,Eurasia,-2.53,41.279,FALSE,TRUE,FALSE,Wodtko 2003
cemu1238,aust1307,Oceanic,Papunesia,165.13,-20.8489,TRUE,TRUE,FALSE,Lynch 2002
cent1972,indo1319,NA,Eurasia,45.8077,35.6539,TRUE,FALSE,FALSE,"Akrawy 1982, Soane 1919, McCarus 2009, Friend 1985, Fossum 1919, McCarus 1958, Thackston no date"
cent1973,indo1319,Iranian,Eurasia,69.4529,31.9153,FALSE,TRUE,FALSE,"Penzl 1955, Lorimer 1902"
cent1989,aust1305,Khmer,Eurasia,105.015,12.0515,TRUE,FALSE,FALSE,"Sak-Humphry 1996, Huffman 1970, Gorgoniyev 1966, Huffman 1967, Bernard 1902, Haiman 2011, Haiman 2019, Ehrman 1972, Noss 1966, Ruangdej 1972, Sakamoto 1974, Smyth 1995"
cent1990,aust1305,Nicobarese,Eurasia,93.3921,7.94812,TRUE,FALSE,FALSE,"Das 1977, Radhakrishnan 1970, Radhakrishnan 1981, Rajasingh 2016, Temple 1903"
cent1992,aust1305,NA,Eurasia,107.301,12.6313,TRUE,FALSE,FALSE,"Butler 2015, Bequette 2013, Kpor and Phillips 1974"
cent2004,sino1245,Bai,Eurasia,99.7052,26.1666,TRUE,FALSE,FALSE,"Wiersma 1990, Wiersma 2003"
cent2018,atla1278,NA,Africa,8.43261,15.0907,FALSE,FALSE,TRUE,Baumbach 1997
cent2050,saha1256,Western Saharan,Africa,13.13,11.8,FALSE,FALSE,FALSE,"Benton 1917 [1968], Cyffer 1997, Cyffer 1998, Ellison 1937, Hutchison 1981, Hutchison 1976, Lukas 1937, Norris 1853"
cent2058,aust1307,NA,Papunesia,168.135,-15.0784,FALSE,FALSE,FALSE,Ivens 1940
cent2084,aust1307,Greater Central Philippine,Papunesia,121.857,17.9571,FALSE,FALSE,FALSE,"Mayfield 1987, Healey 1960"
cent2087,aust1307,Greater Central Philippine,Papunesia,123.403,13.7574,FALSE,FALSE,FALSE,"Mintz 1971, Mintz 1973, Mattes 2014"
cent2090,aust1307,NA,Papunesia,119.338,10.6519,FALSE,FALSE,FALSE,Scebold 2003
cent2092,aust1307,NA,Papunesia,118.455978,7.004574,FALSE,FALSE,FALSE,Drake 2001
cent2100,aust1307,NA,Papunesia,116.681,6.02998,FALSE,FALSE,FALSE,Price 2007
cent2101,aust1307,North Borneo,Papunesia,111.346451,2.524086,TRUE,FALSE,FALSE,"Hsiu 1999, Clayre 1972, Blust 1988"
cent2117,nucl1709,NA,Papunesia,138.471,-5.80391,FALSE,FALSE,FALSE,"Voorhoeve 1965, Drabbe 1959"
cent2126,japo1237,Japanese,Eurasia,127.7816,26.14854,TRUE,FALSE,FALSE,"Arakaki 2010, Shimoji 2012, Loveless 1963, Matayoshi 2010, Miyara 2015, Uemura and Lawrence 2003"
cent2127,eski1264,Eskimo,North America,-161.486,60.3062,FALSE,FALSE,FALSE,"Schultze 1894, Hinz 1944, Miyaoka 2012, Jacobson 1995, Woodbury 1981"
